game_date,batter,estimated_woba_using_speedangle,woba_value,woba_denom,first_name,last_name
2024-04-01,602104,0.849,0.0,1,ramón,urías
2024-04-01,676059,0.322,0.0,1,jordan,westburg
2024-04-01,686469,0.052,0.0,1,vinnie,pasquantino
2024-04-01,677951,0.014,0.0,1,bobby,witt
2024-04-01,672580,0.789,1.25,1,maikel,garcía
2024-04-01,664728,0.707,0.0,1,kyle,isbel
2024-04-01,656775,0.009,0.0,1,cedric,mullins
2024-04-01,669720,0.086,0.0,1,austin,hays
2024-04-01,656811,0.007,0.0,1,ryan,o'hearn
2024-04-01,663624,1.855,2.0,1,ryan,mountcastle
2024-04-01,623993,0.903,0.9,1,anthony,santander
2024-04-01,668939,0.885,1.25,1,adley,rutschman
2024-04-01,676369,0.0,0.0,1,nelson,velázquez
2024-04-01,624428,0.039,0.0,1,adam,frazier
2024-04-01,592669,0.005,0.0,1,hunter,renfroe
2024-04-01,683002,0.0,0.0,1,gunnar,henderson
2024-04-01,602104,0.119,0.0,1,ramón,urías
2024-04-01,676059,0.313,0.0,1,jordan,westburg
2024-04-01,669004,0.0,0.0,1,mj,melendez
2024-04-01,521692,1.967,2.0,1,salvador,pérez
2024-04-01,686469,0.689131,0.7,1,vinnie,pasquantino
2024-04-01,677951,2.0,2.0,1,bobby,witt
2024-04-01,672580,0.0,0.0,1,maikel,garcía
2024-04-01,664728,0.062,0.0,1,kyle,isbel
2024-04-01,656775,0.0,0.0,1,cedric,mullins
2024-04-01,669720,0.121,0.0,1,austin,hays
2024-04-01,656811,0.0,0.0,1,ryan,o'hearn
2024-04-01,676369,0.0,0.0,1,nelson,velázquez
2024-04-01,624428,0.275,0.0,1,adam,frazier
2024-04-01,592669,0.086,0.0,1,hunter,renfroe
2024-04-01,663624,0.208,0.0,1,ryan,mountcastle
2024-04-01,623993,0.0,0.0,1,anthony,santander
2024-04-01,668939,0.689131,0.7,1,adley,rutschman
2024-04-01,683002,0.043,0.0,1,gunnar,henderson
2024-04-01,669004,0.005,0.0,1,mj,melendez
2024-04-01,521692,0.199,0.9,1,salvador,pérez
2024-04-01,686469,0.483,0.0,1,vinnie,pasquantino
2024-04-01,677951,0.392,0.0,1,bobby,witt
2024-04-01,672580,0.056,0.9,1,maikel,garcía
2024-04-01,641857,0.51,0.0,1,ryan,mcmahon
2024-04-01,592178,0.294,0.0,1,kris,bryant
2024-04-01,666134,0.029,0.0,1,nolan,jones
2024-04-01,643565,0.096,0.0,1,mike,tauchman
2024-04-01,663538,0.0,0.0,1,nico,hoerner
2024-04-01,683737,0.586,0.9,1,michael,busch
2024-04-01,621020,0.304,0.9,1,dansby,swanson
2024-04-01,663611,0.118,0.0,1,nick,madrigal
2024-04-01,663898,0.003,0.0,1,brendan,rodgers
2024-04-01,453568,0.051,0.0,1,charlie,blackmon
2024-04-01,686668,0.685,0.0,1,brenton,doyle
2024-04-01,641355,0.603,0.9,1,cody,bellinger
2024-04-01,673548,0.689131,0.7,1,seiya,suzuki
2024-04-01,664023,0.0,0.0,1,ian,happ
2024-04-01,543228,0.377,0.0,1,yan,gomes
2024-04-01,643565,0.378,0.9,1,mike,tauchman
2024-04-01,663538,0.283,0.9,1,nico,hoerner
2024-04-01,660707,0.096,0.0,1,elehuris,montero
2024-04-01,678662,0.689131,0.7,1,ezequiel,tovar
2024-04-01,553869,0.057,0.0,1,elías,díaz
2024-04-01,641857,0.518,0.9,1,ryan,mcmahon
2024-04-01,592178,0.058,0.0,1,kris,bryant
2024-04-01,683737,0.237,0.0,1,michael,busch
2024-04-01,621020,0.109,0.0,1,dansby,swanson
2024-04-01,666624,0.621,0.9,1,christopher,morel
2024-04-01,641355,0.127,0.0,1,cody,bellinger
2024-04-01,673548,0.643,0.9,1,seiya,suzuki
2024-04-01,664023,0.768,0.9,1,ian,happ
2024-04-01,666134,0.0,0.0,1,nolan,jones
2024-04-01,663898,0.495,0.9,1,brendan,rodgers
2024-04-01,453568,0.901,0.9,1,charlie,blackmon
2024-04-01,686668,0.089,0.0,1,brenton,doyle
2024-04-01,660707,1.113,0.0,1,elehuris,montero
2024-04-01,543228,0.268,0.0,1,yan,gomes
2024-04-01,643565,0.0,0.0,1,mike,tauchman
2024-04-01,663538,0.057,0.0,1,nico,hoerner
2024-04-01,678662,0.0,0.0,1,ezequiel,tovar
2024-04-01,553869,0.118,0.0,1,elías,díaz
2024-04-01,641857,0.0,0.0,1,ryan,mcmahon
2024-04-01,683737,0.528,0.0,1,michael,busch
2024-04-01,621020,0.689131,0.7,1,dansby,swanson
2024-04-01,666624,0.39,0.0,1,christopher,morel
2024-04-01,641355,0.017,0.0,1,cody,bellinger
2024-04-01,592178,0.0,0.0,1,kris,bryant
2024-04-01,666134,0.0,0.0,1,nolan,jones
2024-04-01,663898,0.064,0.0,1,brendan,rodgers
2024-04-01,673548,0.622,0.0,1,seiya,suzuki
2024-04-01,664023,0.179,0.0,1,ian,happ
2024-04-01,543228,0.0,0.0,1,yan,gomes
2024-04-01,453568,1.405,0.0,1,charlie,blackmon
2024-04-01,686668,0.0,0.0,1,brenton,doyle
2024-04-01,660707,0.003,0.0,1,elehuris,montero
2024-04-01,643565,0.418,0.0,1,mike,tauchman
2024-04-01,663538,0.448,0.0,1,nico,hoerner
2024-04-01,683737,0.058,0.0,1,michael,busch
2024-04-01,678662,0.018,0.0,1,ezequiel,tovar
2024-04-01,553869,0.0,0.0,1,elías,díaz
2024-04-01,641857,0.0,0.0,1,ryan,mcmahon
2024-04-01,592178,0.649,0.9,1,kris,bryant
2024-04-01,621020,0.437,0.0,1,dansby,swanson
2024-04-01,666624,0.294,0.9,1,christopher,morel
2024-04-01,641355,0.016,0.0,1,cody,bellinger
2024-04-01,673548,0.805,0.0,1,seiya,suzuki
2024-04-01,664023,0.689131,0.7,1,ian,happ
2024-04-01,666134,0.021,0.0,1,nolan,jones
2024-04-01,663898,0.0,0.0,1,brendan,rodgers
2024-04-01,453568,0.593,0.0,1,charlie,blackmon
2024-04-01,673357,0.0,0.0,1,luis,robert
2024-04-01,660162,0.689131,0.7,1,yoán,moncada
2024-04-01,643217,0.0,0.0,1,andrew,benintendi
2024-04-01,666150,0.0,0.0,1,dominic,fletcher
2024-04-01,621566,0.034,0.0,1,matt,olson
2024-04-01,663586,1.441,2.0,1,austin,riley
2024-04-01,645277,0.723,0.9,1,ozzie,albies
2024-04-01,660670,0.689131,0.7,1,ronald,acuña
2024-04-01,672284,0.0,0.0,1,jarred,kelenic
2024-04-01,518595,0.21,0.0,1,travis,d'arnaud
2024-04-01,455117,0.026,0.0,1,martín,maldonado
2024-04-01,670032,0.213,0.0,1,nicky,lopez
2024-04-01,657557,0.0,0.0,1,paul,dejong
2024-04-01,606115,0.053,0.0,1,orlando,arcia
2024-04-01,671739,0.556,0.0,1,michael,harris
2024-04-01,542303,0.412,0.0,1,marcell,ozuna
2024-04-01,657757,0.0,0.0,1,gavin,sheets
2024-04-01,683734,0.043,0.0,1,andrew,vaughn
2024-04-01,673357,0.0,0.0,1,luis,robert
2024-04-01,621566,0.203,0.0,1,matt,olson
2024-04-01,663586,0.242,0.9,1,austin,riley
2024-04-01,645277,0.849,1.25,1,ozzie,albies
2024-04-01,660670,0.957,1.25,1,ronald,acuña
2024-04-01,672284,0.0,0.0,1,jarred,kelenic
2024-04-01,518595,0.012,0.0,1,travis,d'arnaud
2024-04-01,660162,0.679,0.0,1,yoán,moncada
2024-04-01,643217,0.144,0.0,1,andrew,benintendi
2024-04-01,666150,0.733,0.0,1,dominic,fletcher
2024-04-01,606115,0.0,0.0,1,orlando,arcia
2024-04-01,671739,0.689131,0.7,1,michael,harris
2024-04-01,542303,0.3,0.0,1,marcell,ozuna
2024-04-01,621566,0.65,0.9,1,matt,olson
2024-04-01,663586,0.689131,0.7,1,austin,riley
2024-04-01,645277,0.873,0.0,1,ozzie,albies
2024-04-01,455117,0.0,0.0,1,martín,maldonado
2024-04-01,670032,0.058,0.0,1,nicky,lopez
2024-04-01,657557,0.0,0.0,1,paul,dejong
2024-04-01,660670,0.206,0.0,1,ronald,acuña
2024-04-01,672284,0.0,0.0,1,jarred,kelenic
2024-04-01,518595,0.689131,0.7,1,travis,d'arnaud
2024-04-01,606115,0.685,1.25,1,orlando,arcia
2024-04-01,671739,0.815,1.25,1,michael,harris
2024-04-01,542303,0.899,0.9,1,marcell,ozuna
2024-04-01,621566,0.263,0.0,1,matt,olson
2024-04-01,657757,0.004,0.0,1,gavin,sheets
2024-04-01,683734,0.4,0.0,1,andrew,vaughn
2024-04-01,673357,0.0,0.0,1,luis,robert
2024-04-01,660162,0.082,1.25,1,yoán,moncada
2024-04-01,663586,0.07,0.0,1,austin,riley
2024-04-01,645277,0.689131,0.7,1,ozzie,albies
2024-04-01,660670,0.081,0.0,1,ronald,acuña
2024-04-01,672284,0.162,0.9,1,jarred,kelenic
2024-04-01,518595,0.656,1.25,1,travis,d'arnaud
2024-04-01,606115,0.005,0.0,1,orlando,arcia
2024-04-01,643217,0.087,0.0,1,andrew,benintendi
2024-04-01,666150,0.688,0.9,1,dominic,fletcher
2024-04-01,455117,0.0,0.0,1,martín,maldonado
2024-04-01,670032,0.689131,0.7,1,nicky,lopez
2024-04-01,671739,0.27,0.0,1,michael,harris
2024-04-01,542303,0.07,0.0,1,marcell,ozuna
2024-04-01,621566,0.09,0.0,1,matt,olson
2024-04-01,657557,0.0,0.0,1,paul,dejong
2024-04-01,657757,0.720192,0.7,1,gavin,sheets
2024-04-01,683734,0.689131,0.7,1,andrew,vaughn
2024-04-01,673357,0.0,0.0,1,luis,robert
2024-04-01,660162,0.581,0.9,1,yoán,moncada
2024-04-01,643217,0.333,0.0,1,andrew,benintendi
2024-04-01,663586,0.003,0.0,1,austin,riley
2024-04-01,645277,0.781,0.0,1,ozzie,albies
2024-04-01,660670,0.0,0.0,1,ronald,acuña
2024-04-01,665489,0.073,0.0,1,vladimir,guerrero
2024-04-01,543807,0.689131,0.7,1,george,springer
2024-04-01,624415,0.266,0.0,1,cavan,biggio
2024-04-01,643396,0.051,0.0,1,isiah,kiner-falefa
2024-04-01,666197,0.211,0.0,1,grae,kessinger
2024-04-01,643289,0.105,0.0,1,mauricio,dubón
2024-04-01,676694,0.056,0.0,1,jake,meyers
2024-04-01,665161,0.689131,0.7,1,jeremy,peña
2024-04-01,595281,0.003,0.0,1,kevin,kiermaier
2024-04-01,676391,0.279,0.0,1,ernie,clement
2024-04-01,672386,0.166,0.0,1,alejandro,kirk
2024-04-01,676801,0.0,0.0,1,chas,mccormick
2024-04-01,547989,0.026,0.0,1,josé,abreu
2024-04-01,673237,0.39,2.0,1,yainer,diaz
2024-04-01,608324,0.031,0.0,1,alex,bregman
2024-04-01,663656,1.148,2.0,1,kyle,tucker
2024-04-01,670541,0.689131,0.7,1,yordan,álvarez
2024-04-01,662139,0.007,0.0,1,daulton,varsho
2024-04-01,457759,0.145,0.0,1,justin,turner
2024-04-01,665489,0.0,0.0,1,vladimir,guerrero
2024-04-01,514888,0.326,0.0,1,josé,altuve
2024-04-01,676694,0.235,0.0,1,jake,meyers
2024-04-01,665161,0.39,0.9,1,jeremy,peña
2024-04-01,676801,0.215,1.25,1,chas,mccormick
2024-04-01,547989,0.548,0.9,1,josé,abreu
2024-04-01,673237,0.098,0.0,1,yainer,diaz
2024-04-01,543807,0.232,0.0,1,george,springer
2024-04-01,624415,0.008,0.0,1,cavan,biggio
2024-04-01,643396,0.106,0.0,1,isiah,kiner-falefa
2024-04-01,608324,0.0,0.0,1,alex,bregman
2024-04-01,663656,0.0,0.0,1,kyle,tucker
2024-04-01,670541,0.158,0.0,1,yordan,álvarez
2024-04-01,595281,0.093,0.0,1,kevin,kiermaier
2024-04-01,676391,0.0,0.0,1,ernie,clement
2024-04-01,672386,0.032,0.0,1,alejandro,kirk
2024-04-01,514888,0.0,0.0,1,josé,altuve
2024-04-01,676694,0.268,0.9,1,jake,meyers
2024-04-01,665161,0.145,0.0,1,jeremy,peña
2024-04-01,676801,0.468,1.25,1,chas,mccormick
2024-04-01,547989,0.288,0.0,1,josé,abreu
2024-04-01,662139,0.0,0.0,1,daulton,varsho
2024-04-01,457759,0.0,0.0,1,justin,turner
2024-04-01,665489,0.0,0.0,1,vladimir,guerrero
2024-04-01,673237,0.096,0.0,1,yainer,diaz
2024-04-01,608324,0.0,0.0,1,alex,bregman
2024-04-01,663656,0.689131,0.7,1,kyle,tucker
2024-04-01,670541,0.203,0.0,1,yordan,álvarez
2024-04-01,543807,0.096,0.0,1,george,springer
2024-04-01,624415,0.0,0.0,1,cavan,biggio
2024-04-01,643396,0.543,0.0,1,isiah,kiner-falefa
2024-04-01,514888,0.532,0.0,1,josé,altuve
2024-04-01,676694,0.763,0.9,1,jake,meyers
2024-04-01,665161,1.121,2.0,1,jeremy,peña
2024-04-01,676801,0.006,0.0,1,chas,mccormick
2024-04-01,595281,0.053,0.0,1,kevin,kiermaier
2024-04-01,676391,0.172,0.0,1,ernie,clement
2024-04-01,672386,0.17,0.0,1,alejandro,kirk
2024-04-01,547989,0.0,0.0,1,josé,abreu
2024-04-01,673237,2.0,2.0,1,yainer,diaz
2024-04-01,608324,0.0,0.0,1,alex,bregman
2024-04-01,663656,0.849,2.0,1,kyle,tucker
2024-04-01,670541,0.0,0.0,1,yordan,álvarez
2024-04-01,514888,0.584,0.9,1,josé,altuve
2024-04-01,662139,0.0,0.0,1,daulton,varsho
2024-04-01,457759,0.352,0.0,1,justin,turner
2024-04-01,665489,0.0,0.0,1,vladimir,guerrero
2024-04-01,543807,0.689131,0.7,1,george,springer
2024-04-01,656305,0.0,0.0,1,matt,chapman
2024-04-01,624585,0.038,0.0,1,jorge,soler
2024-04-01,664774,0.284,0.9,1,lamonte,wade
2024-04-01,808982,0.197,0.0,1,jung hoo,lee
2024-04-01,573262,0.689131,0.7,1,mike,yastrzemski
2024-04-01,621035,0.003,0.0,1,chris,taylor
2024-04-01,681546,0.415,0.0,1,james,outman
2024-04-01,606192,0.449,0.0,1,teoscar,hernández
2024-04-01,642731,0.184,0.0,1,thairo,estrada
2024-04-01,624424,0.015,0.0,1,michael,conforto
2024-04-01,608596,0.241,0.0,1,tom,murphy
2024-04-01,571970,0.0,0.0,1,max,muncy
2024-04-01,669257,0.918,0.9,1,will,smith
2024-04-01,518692,0.382,1.25,1,freddie,freeman
2024-04-01,660271,0.0,0.0,1,shohei,ohtani
2024-04-01,605141,0.36,1.25,1,mookie,betts
2024-04-01,666158,0.733,0.0,1,gavin,lux
2024-04-01,527038,0.077,0.9,1,wilmer,flores
2024-04-01,656305,0.0,0.0,1,matt,chapman
2024-04-01,624585,0.806,0.9,1,jorge,soler
2024-04-01,664774,0.696,0.9,1,lamonte,wade
2024-04-01,808982,0.098,0.0,1,jung hoo,lee
2024-04-01,621035,0.0,0.0,1,chris,taylor
2024-04-01,681546,0.0,0.0,1,james,outman
2024-04-01,606192,2.0,2.0,1,teoscar,hernández
2024-04-01,571970,0.146,0.0,1,max,muncy
2024-04-01,669257,0.689131,0.7,1,will,smith
2024-04-01,518692,0.354,0.9,1,freddie,freeman
2024-04-01,605113,0.0,0.0,1,nick,ahmed
2024-04-01,642731,0.11,0.0,1,thairo,estrada
2024-04-01,624424,0.732,2.0,1,michael,conforto
2024-04-01,608596,0.046,0.0,1,tom,murphy
2024-04-01,660271,0.203,0.0,1,shohei,ohtani
2024-04-01,605141,0.089,0.0,1,mookie,betts
2024-04-01,666158,0.298,0.0,1,gavin,lux
2024-04-01,527038,0.194,0.0,1,wilmer,flores
2024-04-01,656305,0.689131,0.7,1,matt,chapman
2024-04-01,624585,0.689131,0.7,1,jorge,soler
2024-04-01,596103,0.297,0.0,1,austin,slater
2024-04-01,808982,0.413,0.9,1,jung hoo,lee
2024-04-01,605113,0.144,0.9,1,nick,ahmed
2024-04-01,621035,0.131,0.0,1,chris,taylor
2024-04-01,681546,0.0,0.0,1,james,outman
2024-04-01,606192,0.28,0.0,1,teoscar,hernández
2024-04-01,642731,0.0,0.0,1,thairo,estrada
2024-04-01,624424,0.0,0.0,1,michael,conforto
2024-04-01,608596,0.199,0.0,1,tom,murphy
2024-04-01,571970,0.257,0.0,1,max,muncy
2024-04-01,669257,0.008,0.0,1,will,smith
2024-04-01,518692,0.364,0.9,1,freddie,freeman
2024-04-01,660271,0.469,1.25,1,shohei,ohtani
2024-04-01,605141,0.689131,0.7,1,mookie,betts
2024-04-01,666158,0.0,0.0,1,gavin,lux
2024-04-01,527038,0.27,0.0,1,wilmer,flores
2024-04-01,656305,0.826,0.9,1,matt,chapman
2024-04-01,624585,0.0,0.0,1,jorge,soler
2024-04-01,596103,0.689131,0.7,1,austin,slater
2024-04-01,808982,0.092,0.0,1,jung hoo,lee
2024-04-01,621035,0.0,0.0,1,chris,taylor
2024-04-01,681546,1.117,0.0,1,james,outman
2024-04-01,606192,0.0,0.0,1,teoscar,hernández
2024-04-01,605113,0.244,0.0,1,nick,ahmed
2024-04-01,642731,0.0,0.0,1,thairo,estrada
2024-04-01,624424,0.0,0.0,1,michael,conforto
2024-04-01,608596,0.689131,0.7,1,tom,murphy
2024-04-01,571970,0.0,0.0,1,max,muncy
2024-04-01,669257,0.669,0.9,1,will,smith
2024-04-01,518692,0.0,0.0,1,freddie,freeman
2024-04-01,660271,0.473,0.0,1,shohei,ohtani
2024-04-01,605141,0.28,1.6,1,mookie,betts
2024-04-01,527038,0.003,0.0,1,wilmer,flores
2024-04-01,656305,0.689131,0.7,1,matt,chapman
2024-04-01,624585,0.011,0.0,1,jorge,soler
2024-04-01,596103,0.013,0.0,1,austin,slater
2024-04-01,808982,0.649,0.9,1,jung hoo,lee
2024-04-01,669394,0.003,0.0,1,jake,burger
2024-04-01,605137,0.168,0.0,1,josh,bell
2024-04-01,650333,0.858,0.9,1,luis,arráez
2024-04-01,545361,0.352,0.0,1,mike,trout
2024-04-01,694384,0.689131,0.7,1,nolan,schanuel
2024-04-01,543685,0.0,0.0,1,anthony,rendon
2024-04-01,687263,0.199,0.0,1,zach,neto
2024-04-01,666176,0.874,0.9,1,jo,adell
2024-04-01,681351,0.39,1.6,1,logan,o'hoppe
2024-04-01,541645,0.058,0.0,1,avisaíl,garcía
2024-04-01,624503,0.311,0.0,1,nick,gordon
2024-04-01,641313,0.0,0.0,1,tim,anderson
2024-04-01,543305,0.084,0.0,1,aaron,hicks
2024-04-01,621493,0.27,0.0,1,taylor,ward
2024-04-01,545361,0.689131,0.7,1,mike,trout
2024-04-01,694384,0.689131,0.7,1,nolan,schanuel
2024-04-01,543685,0.689131,0.7,1,anthony,rendon
2024-04-01,660821,0.0,0.0,1,jesús,sánchez
2024-04-01,650559,0.101,0.0,1,bryan,de la cruz
2024-04-01,665862,0.695,0.0,1,jazz,chisholm
2024-04-01,687263,0.468,0.9,1,zach,neto
2024-04-01,666176,0.012,0.0,1,jo,adell
2024-04-01,681351,0.0,0.0,1,logan,o'hoppe
2024-04-01,669394,0.073,0.0,1,jake,burger
2024-04-01,605137,0.0,0.0,1,josh,bell
2024-04-01,650333,0.689131,0.7,1,luis,arráez
2024-04-01,542194,0.689131,0.7,1,christian,bethancourt
2024-04-01,543305,0.038,0.0,1,aaron,hicks
2024-04-01,592273,0.047,0.0,1,brandon,drury
2024-04-01,621493,0.0,0.0,1,taylor,ward
2024-04-01,545361,2.0,2.0,1,mike,trout
2024-04-01,694384,1.293,2.0,1,nolan,schanuel
2024-04-01,624503,0.236,0.0,1,nick,gordon
2024-04-01,641313,0.061,0.0,1,tim,anderson
2024-04-01,660821,0.0,0.0,1,jesús,sánchez
2024-04-01,650559,0.817,1.25,1,bryan,de la cruz
2024-04-01,543685,0.542,0.0,1,anthony,rendon
2024-04-01,687263,0.053,0.0,1,zach,neto
2024-04-01,666160,0.689131,0.7,1,mickey,moniak
2024-04-01,642136,0.689131,0.7,1,matt,thaiss
2024-04-01,543305,0.215,0.0,1,aaron,hicks
2024-04-01,665862,0.15,0.0,1,jazz,chisholm
2024-04-01,669394,0.179,0.0,1,jake,burger
2024-04-01,605137,0.456,0.9,1,josh,bell
2024-04-01,650333,0.249,0.9,1,luis,arráez
2024-04-01,592273,0.0,0.0,1,brandon,drury
2024-04-01,621493,0.317,0.0,1,taylor,ward
2024-04-01,545361,1.698,2.0,1,mike,trout
2024-04-01,694384,0.124,0.0,1,nolan,schanuel
2024-04-01,542194,0.04,0.0,1,christian,bethancourt
2024-04-01,624503,0.0,0.0,1,nick,gordon
2024-04-01,641313,0.927,0.9,1,tim,anderson
2024-04-01,660821,0.862,0.9,1,jesús,sánchez
2024-04-01,650559,0.763,0.0,1,bryan,de la cruz
2024-04-01,543685,0.0,0.0,1,anthony,rendon
2024-04-01,687263,0.335,0.0,1,zach,neto
2024-04-01,666160,0.14,0.0,1,mickey,moniak
2024-04-01,665862,0.206,0.0,1,jazz,chisholm
2024-04-01,669394,0.0,0.0,1,jake,burger
2024-04-01,605137,0.206,0.0,1,josh,bell
2024-04-01,650333,0.689131,0.7,1,luis,arráez
2024-04-01,642136,0.023,0.0,1,matt,thaiss
2024-04-01,543305,0.153,0.0,1,aaron,hicks
2024-04-01,592273,0.856,0.0,1,brandon,drury
2024-04-01,621493,0.984,1.25,1,taylor,ward
2024-04-01,542194,0.0,0.0,1,christian,bethancourt
2024-04-01,624503,0.909,1.25,1,nick,gordon
2024-04-01,641313,0.0,0.0,1,tim,anderson
2024-04-01,660821,0.417,0.9,1,jesús,sánchez
2024-04-01,650559,0.0,0.0,1,bryan,de la cruz
2024-04-01,665862,0.555,0.9,1,jazz,chisholm
