game_date,batter,first_name,last_name,estimated_woba_using_speedangle,woba_value,woba_denom,diff_OBA,rolling_100PA_diff_OBA,rolling_100PA_xwOBA,rolling_100PA_wOBA,diff_rolling_OBA
2024-04-13,453568,charlie,blackmon,0.035,0.0,1,0.035,-0.05268362499999999,0.344816375,0.3975,-0.05268362500000001
2024-04-14,453568,charlie,blackmon,0.497,0.0,1,0.497,-0.03927670731707316,0.34852817073170733,0.3878048780487805,-0.03927670731707317
2024-04-14,453568,charlie,blackmon,0.0,0.0,1,0.0,-0.03834154761904761,0.34022988095238094,0.37857142857142856,-0.03834154761904762
2024-04-14,453568,charlie,blackmon,0.0,0.0,1,0.0,-0.03744988372093023,0.3323175581395349,0.3697674418604651,-0.03744988372093022
2024-04-14,453568,charlie,blackmon,0.528,0.0,1,0.528,-0.024598749999999992,0.3367648863636364,0.3613636363636364,-0.024598750000000003
2024-04-15,453568,charlie,blackmon,0.089,0.0,1,0.089,-0.022074333333333328,0.331259,0.35333333333333333,-0.022074333333333307
2024-04-15,453568,charlie,blackmon,0.416,0.0,1,0.416,-0.012550978260869558,0.33310119565217394,0.3456521739130435,-0.012550978260869539
2024-04-15,453568,charlie,blackmon,0.015,0.0,1,0.015,-0.011964787234042545,0.326333085106383,0.3382978723404255,-0.01196478723404254
2024-04-15,453568,charlie,blackmon,0.003,0.0,1,0.003,-0.011653020833333326,0.3195969791666667,0.33125,-0.011653020833333305
2024-04-01,455117,martín,maldonado,0.026,0.0,1,0.026,0.026,0.026,0.0,0.026
2024-04-01,455117,martín,maldonado,0.0,0.0,1,0.0,0.013,0.013,0.0,0.013
2024-04-01,455117,martín,maldonado,0.0,0.0,1,0.0,0.008666666666666666,0.008666666666666666,0.0,0.008666666666666666
2024-04-02,455117,martín,maldonado,0.055,0.0,1,0.055,0.02025,0.02025,0.0,0.02025
2024-04-02,455117,martín,maldonado,0.0,0.0,1,0.0,0.0162,0.0162,0.0,0.0162
2024-04-02,455117,martín,maldonado,0.04,0.0,1,0.04,0.020166666666666666,0.020166666666666666,0.0,0.020166666666666666
2024-04-05,455117,martín,maldonado,0.409,0.0,1,0.409,0.07571428571428572,0.07571428571428572,0.0,0.07571428571428572
2024-04-05,455117,martín,maldonado,0.0,0.0,1,0.0,0.06625,0.06625,0.0,0.06625
2024-04-06,455117,martín,maldonado,0.899,1.25,1,-0.351,0.019888888888888887,0.1587777777777778,0.1388888888888889,0.0198888888888889
2024-04-06,455117,martín,maldonado,0.112,0.0,1,0.112,0.029099999999999997,0.15410000000000001,0.125,0.029100000000000015
2024-04-07,455117,martín,maldonado,0.219,0.0,1,0.219,0.046363636363636364,0.16,0.11363636363636363,0.04636363636363637
2024-04-07,455117,martín,maldonado,0.743,0.0,1,0.743,0.10441666666666667,0.20858333333333334,0.10416666666666667,0.10441666666666667
2024-04-07,455117,martín,maldonado,0.78,0.9,1,-0.12,0.08715384615384615,0.25253846153846154,0.16538461538461538,0.08715384615384617
2024-04-09,455117,martín,maldonado,0.034,0.0,1,0.034,0.08335714285714287,0.23692857142857143,0.15357142857142855,0.08335714285714288
2024-04-09,455117,martín,maldonado,0.0,0.0,1,0.0,0.07780000000000001,0.22113333333333335,0.14333333333333334,0.07780000000000001
2024-04-09,455117,martín,maldonado,0.194,0.0,1,0.194,0.0850625,0.2194375,0.134375,0.08506250000000001
2024-04-09,455117,martín,maldonado,0.0,0.0,1,0.0,0.08005882352941177,0.20652941176470588,0.1264705882352941,0.08005882352941177
2024-04-10,455117,martín,maldonado,0.0,0.0,1,0.0,0.07561111111111112,0.19505555555555557,0.11944444444444444,0.07561111111111113
2024-04-12,455117,martín,maldonado,0.0,0.0,1,0.0,0.07163157894736842,0.18478947368421053,0.1131578947368421,0.07163157894736844
2024-04-12,455117,martín,maldonado,0.047,0.0,1,0.047,0.07039999999999999,0.1779,0.1075,0.0704
2024-04-12,455117,martín,maldonado,0.004,0.0,1,0.004,0.06723809523809524,0.16961904761904764,0.10238095238095238,0.06723809523809526
2024-04-13,455117,martín,maldonado,1.405,0.0,1,1.405,0.12804545454545455,0.2257727272727273,0.09772727272727272,0.12804545454545457
2024-04-13,455117,martín,maldonado,0.0,0.0,1,0.0,0.12247826086956523,0.21595652173913046,0.09347826086956522,0.12247826086956524
2024-04-13,455117,martín,maldonado,0.005,0.0,1,0.005,0.11758333333333333,0.2071666666666667,0.08958333333333333,0.11758333333333336
2024-04-15,455117,martín,maldonado,0.0,0.0,1,0.0,0.11288000000000001,0.19888000000000003,0.086,0.11288000000000004
2024-04-15,455117,martín,maldonado,0.003,0.0,1,0.003,0.10865384615384614,0.19134615384615383,0.08269230769230769,0.10865384615384614
2024-04-01,457705,andrew,mccutchen,0.689131,0.7,1,-0.010868999999999907,-0.010868999999999907,0.689131,0.7,-0.010868999999999907
2024-04-01,457705,andrew,mccutchen,0.728,0.9,1,-0.17200000000000004,-0.09143449999999997,0.7085655,0.8,-0.09143450000000009
2024-04-01,457705,andrew,mccutchen,1.113,1.25,1,-0.137,-0.10662299999999998,0.8433769999999999,0.9500000000000001,-0.10662300000000013
2024-04-01,457705,andrew,mccutchen,0.720192,0.7,1,0.0201920000000001,-0.07491924999999997,0.81258075,0.8875,-0.07491924999999999
2024-04-01,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.05993539999999997,0.6500646,0.71,-0.05993539999999997
2024-04-01,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.049946166666666646,0.5417204999999999,0.5916666666666667,-0.049946166666666736
2024-04-03,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.04281099999999998,0.46433185714285713,0.5071428571428571,-0.04281099999999999
2024-04-03,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.03745962499999998,0.406290375,0.44375,-0.037459624999999996
2024-04-03,457705,andrew,mccutchen,0.173,0.9,1,-0.7270000000000001,-0.1140752222222222,0.3803692222222222,0.49444444444444446,-0.11407522222222227
2024-04-03,457705,andrew,mccutchen,0.689131,0.7,1,-0.010868999999999907,-0.10375459999999999,0.4112454,0.515,-0.10375460000000003
2024-04-05,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.09432236363636362,0.3738594545454545,0.4681818181818182,-0.0943223636363637
2024-04-05,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.08646216666666666,0.34270449999999997,0.4291666666666667,-0.08646216666666673
2024-04-05,457705,andrew,mccutchen,0.003,0.0,1,0.003,-0.07958046153846153,0.3165733846153846,0.3961538461538462,-0.0795804615384616
2024-04-05,457705,andrew,mccutchen,0.384,0.0,1,0.384,-0.04646757142857142,0.32138957142857144,0.3678571428571429,-0.04646757142857144
2024-04-08,457705,andrew,mccutchen,0.352,0.0,1,0.352,-0.019903066666666656,0.3234302666666667,0.3433333333333334,-0.01990306666666669
2024-04-08,457705,andrew,mccutchen,1.075,1.25,1,-0.17500000000000004,-0.029596624999999994,0.370403375,0.4,-0.029596625000000043
2024-04-08,457705,andrew,mccutchen,0.008,0.0,1,0.008,-0.027385058823529405,0.3490855294117647,0.3764705882352941,-0.02738505882352943
2024-04-08,457705,andrew,mccutchen,0.89,0.9,1,-0.010000000000000009,-0.02641922222222222,0.37913633333333335,0.40555555555555556,-0.026419222222222205
2024-04-11,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.02502873684210526,0.35918178947368423,0.38421052631578945,-0.025028736842105215
2024-04-11,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.023777299999999994,0.3412227,0.365,-0.0237773
2024-04-11,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.022645047619047613,0.324974,0.3476190476190476,-0.02264504761904762
2024-04-11,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.02161572727272727,0.31020245454545453,0.3318181818181818,-0.02161572727272726
2024-04-12,457705,andrew,mccutchen,0.059,0.0,1,0.059,-0.018110695652173908,0.2992806086956522,0.3173913043478261,-0.01811069565217388
2024-04-12,457705,andrew,mccutchen,0.178,0.0,1,0.178,-0.009939416666666664,0.29422725,0.30416666666666664,-0.009939416666666645
2024-04-12,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.009541839999999998,0.28245816,0.292,-0.009541839999999968
2024-04-12,457705,andrew,mccutchen,0.689131,0.7,1,-0.010868999999999907,-0.009592884615384609,0.29809942307692305,0.3076923076923077,-0.009592884615384656
2024-04-14,457705,andrew,mccutchen,0.627,2.0,1,-1.373,-0.06008944444444443,0.31028092592592593,0.37037037037037035,-0.06008944444444442
2024-04-14,457705,andrew,mccutchen,0.128,0.0,1,0.128,-0.053371964285714286,0.30377089285714287,0.35714285714285715,-0.05337196428571428
2024-04-14,457705,andrew,mccutchen,0.807,0.9,1,-0.09299999999999997,-0.05473844827586207,0.32112362068965516,0.37586206896551727,-0.054738448275862106
2024-04-14,457705,andrew,mccutchen,0.131,0.0,1,0.131,-0.04854716666666666,0.3147861666666667,0.36333333333333334,-0.04854716666666664
2024-04-14,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.04698112903225806,0.3046317741935484,0.35161290322580646,-0.04698112903225804
2024-04-15,457705,andrew,mccutchen,0.0,0.0,1,0.0,-0.045512968749999994,0.29511203125,0.340625,-0.045512968749999994
2024-04-15,457705,andrew,mccutchen,0.338,0.9,1,-0.562,-0.06116409090909091,0.2964116666666667,0.3575757575757576,-0.06116409090909092
2024-04-15,457705,andrew,mccutchen,0.213,0.0,1,0.213,-0.053100441176470586,0.2939583823529412,0.3470588235294118,-0.053100441176470614
2024-04-15,457705,andrew,mccutchen,0.689131,0.7,1,-0.010868999999999907,-0.05189382857142857,0.3052490285714286,0.35714285714285715,-0.051893828571428546
2024-04-01,457759,justin,turner,0.145,0.0,1,0.145,0.145,0.145,0.0,0.145
2024-04-01,457759,justin,turner,0.0,0.0,1,0.0,0.0725,0.0725,0.0,0.0725
2024-04-01,457759,justin,turner,0.352,0.0,1,0.352,0.16566666666666666,0.16566666666666666,0.0,0.16566666666666666
2024-04-02,457759,justin,turner,0.689131,0.7,1,-0.010868999999999907,0.12153275000000002,0.29653275,0.175,0.12153275000000002
2024-04-02,457759,justin,turner,0.57,0.9,1,-0.33000000000000007,0.031226200000000003,0.3512262,0.32,0.031226199999999982
2024-04-02,457759,justin,turner,0.572,1.25,1,-0.678,-0.08697816666666668,0.38802183333333334,0.47500000000000003,-0.08697816666666669
2024-04-02,457759,justin,turner,0.803,1.25,1,-0.44699999999999995,-0.13840985714285714,0.44730442857142855,0.5857142857142856,-0.13840985714285708
2024-04-03,457759,justin,turner,0.01,0.0,1,0.01,-0.119858625,0.392641375,0.5125,-0.11985862499999994
2024-04-03,457759,justin,turner,0.689131,0.7,1,-0.010868999999999907,-0.10774866666666666,0.4255846666666667,0.5333333333333333,-0.1077486666666666
2024-04-03,457759,justin,turner,0.149,0.0,1,0.149,-0.08207379999999999,0.3979262,0.48,-0.08207379999999997
2024-04-05,457759,justin,turner,0.689131,0.7,1,-0.010868999999999907,-0.07560063636363634,0.42439936363636366,0.5,-0.07560063636363634
2024-04-05,457759,justin,turner,0.0,0.0,1,0.0,-0.06930058333333332,0.38903275,0.4583333333333333,-0.06930058333333333
2024-04-05,457759,justin,turner,0.519,0.9,1,-0.381,-0.09327746153846152,0.3990302307692308,0.49230769230769234,-0.09327746153846156
2024-04-05,457759,justin,turner,0.664,0.0,1,0.664,-0.03918621428571427,0.41795664285714285,0.4571428571428572,-0.03918621428571434
2024-04-06,457759,justin,turner,0.892,0.9,1,-0.008000000000000007,-0.03710713333333331,0.44955953333333337,0.48666666666666664,-0.037107133333333264
2024-04-06,457759,justin,turner,0.689131,0.7,1,-0.010868999999999907,-0.03546724999999998,0.46453275,0.5,-0.035467250000000006
2024-04-06,457759,justin,turner,0.0,0.0,1,0.0,-0.033380941176470565,0.437207294117647,0.47058823529411764,-0.03338094117647061
